Subject,Start Date,Start Time,End Date,End Time,All Day Event,Location
CPEG323010,09/02/2015,9:05 AM,09/02/2015,9:55 AM,False,MEM113
CPEG323010,09/04/2015,9:05 AM,09/04/2015,9:55 AM,False,MEM113
CPEG323010,09/09/2015,9:05 AM,09/09/2015,9:55 AM,False,MEM113
CPEG323010,09/11/2015,9:05 AM,09/11/2015,9:55 AM,False,MEM113
CPEG323010,09/14/2015,9:05 AM,09/14/2015,9:55 AM,False,MEM113
CPEG323010,09/16/2015,9:05 AM,09/16/2015,9:55 AM,False,MEM113
CPEG323010,09/18/2015,9:05 AM,09/18/2015,9:55 AM,False,MEM113
CPEG323010,09/21/2015,9:05 AM,09/21/2015,9:55 AM,False,MEM113
CPEG323010,09/23/2015,9:05 AM,09/23/2015,9:55 AM,False,MEM113
CPEG323010,09/25/2015,9:05 AM,09/25/2015,9:55 AM,False,MEM113
CPEG323010,09/28/2015,9:05 AM,09/28/2015,9:55 AM,False,MEM113
CPEG323010,09/30/2015,9:05 AM,09/30/2015,9:55 AM,False,MEM113
CPEG323010,10/02/2015,9:05 AM,10/02/2015,9:55 AM,False,MEM113
CPEG323010,10/05/2015,9:05 AM,10/05/2015,9:55 AM,False,MEM113
CPEG323010,10/07/2015,9:05 AM,10/07/2015,9:55 AM,False,MEM113
CPEG323010,10/09/2015,9:05 AM,10/09/2015,9:55 AM,False,MEM113
CPEG323010,10/12/2015,9:05 AM,10/12/2015,9:55 AM,False,MEM113
CPEG323010,10/14/2015,9:05 AM,10/14/2015,9:55 AM,False,MEM113
CPEG323010,10/16/2015,9:05 AM,10/16/2015,9:55 AM,False,MEM113
CPEG323010,10/19/2015,9:05 AM,10/19/2015,9:55 AM,False,MEM113
CPEG323010,10/21/2015,9:05 AM,10/21/2015,9:55 AM,False,MEM113
CPEG323010,10/23/2015,9:05 AM,10/23/2015,9:55 AM,False,MEM113
CPEG323010,10/26/2015,9:05 AM,10/26/2015,9:55 AM,False,MEM113
CPEG323010,10/28/2015,9:05 AM,10/28/2015,9:55 AM,False,MEM113
CPEG323010,10/30/2015,9:05 AM,10/30/2015,9:55 AM,False,MEM113
CPEG323010,11/02/2015,9:05 AM,11/02/2015,9:55 AM,False,MEM113
CPEG323010,11/04/2015,9:05 AM,11/04/2015,9:55 AM,False,MEM113
CPEG323010,11/06/2015,9:05 AM,11/06/2015,9:55 AM,False,MEM113
CPEG323010,11/09/2015,9:05 AM,11/09/2015,9:55 AM,False,MEM113
CPEG323010,11/11/2015,9:05 AM,11/11/2015,9:55 AM,False,MEM113
CPEG323010,11/13/2015,9:05 AM,11/13/2015,9:55 AM,False,MEM113
CPEG323010,11/16/2015,9:05 AM,11/16/2015,9:55 AM,False,MEM113
CPEG323010,11/18/2015,9:05 AM,11/18/2015,9:55 AM,False,MEM113
CPEG323010,11/20/2015,9:05 AM,11/20/2015,9:55 AM,False,MEM113
CPEG323010,11/30/2015,9:05 AM,11/30/2015,9:55 AM,False,MEM113
CPEG323010,12/02/2015,9:05 AM,12/02/2015,9:55 AM,False,MEM113
CPEG323010,12/04/2015,9:05 AM,12/04/2015,9:55 AM,False,MEM113
CPEG323010,12/07/2015,9:05 AM,12/07/2015,9:55 AM,False,MEM113
CPEG323010,12/09/2015,9:05 AM,12/09/2015,9:55 AM,False,MEM113
CPEG323010,12/11/2015,9:05 AM,12/11/2015,9:55 AM,False,MEM113
CPEG460010,09/01/2015,11:00 AM,09/01/2015,12:15 PM,False,CLB046
CPEG460010,09/03/2015,11:00 AM,09/03/2015,12:15 PM,False,CLB046
CPEG460010,09/08/2015,11:00 AM,09/08/2015,12:15 PM,False,CLB046
CPEG460010,09/10/2015,11:00 AM,09/10/2015,12:15 PM,False,CLB046
CPEG460010,09/15/2015,11:00 AM,09/15/2015,12:15 PM,False,CLB046
CPEG460010,09/17/2015,11:00 AM,09/17/2015,12:15 PM,False,CLB046
CPEG460010,09/22/2015,11:00 AM,09/22/2015,12:15 PM,False,CLB046
CPEG460010,09/24/2015,11:00 AM,09/24/2015,12:15 PM,False,CLB046
CPEG460010,09/29/2015,11:00 AM,09/29/2015,12:15 PM,False,CLB046
CPEG460010,10/01/2015,11:00 AM,10/01/2015,12:15 PM,False,CLB046
CPEG460010,10/06/2015,11:00 AM,10/06/2015,12:15 PM,False,CLB046
CPEG460010,10/08/2015,11:00 AM,10/08/2015,12:15 PM,False,CLB046
CPEG460010,10/13/2015,11:00 AM,10/13/2015,12:15 PM,False,CLB046
CPEG460010,10/15/2015,11:00 AM,10/15/2015,12:15 PM,False,CLB046
CPEG460010,10/20/2015,11:00 AM,10/20/2015,12:15 PM,False,CLB046
CPEG460010,10/22/2015,11:00 AM,10/22/2015,12:15 PM,False,CLB046
CPEG460010,10/27/2015,11:00 AM,10/27/2015,12:15 PM,False,CLB046
CPEG460010,10/29/2015,11:00 AM,10/29/2015,12:15 PM,False,CLB046
CPEG460010,11/03/2015,11:00 AM,11/03/2015,12:15 PM,False,CLB046
CPEG460010,11/05/2015,11:00 AM,11/05/2015,12:15 PM,False,CLB046
CPEG460010,11/10/2015,11:00 AM,11/10/2015,12:15 PM,False,CLB046
CPEG460010,11/12/2015,11:00 AM,11/12/2015,12:15 PM,False,CLB046
CPEG460010,11/17/2015,11:00 AM,11/17/2015,12:15 PM,False,CLB046
CPEG460010,11/19/2015,11:00 AM,11/19/2015,12:15 PM,False,CLB046
CPEG460010,12/01/2015,11:00 AM,12/01/2015,12:15 PM,False,CLB046
CPEG460010,12/03/2015,11:00 AM,12/03/2015,12:15 PM,False,CLB046
CPEG460010,12/08/2015,11:00 AM,12/08/2015,12:15 PM,False,CLB046
CPEG460010,12/10/2015,11:00 AM,12/10/2015,12:15 PM,False,CLB046
CPEG498010,09/01/2015,5:00 PM,09/01/2015,6:15 PM,False,GOR104
CPEG498010,09/03/2015,5:00 PM,09/03/2015,6:15 PM,False,GOR104
CPEG498010,09/08/2015,5:00 PM,09/08/2015,6:15 PM,False,GOR104
CPEG498010,09/10/2015,5:00 PM,09/10/2015,6:15 PM,False,GOR104
CPEG498010,09/15/2015,5:00 PM,09/15/2015,6:15 PM,False,GOR104
CPEG498010,09/17/2015,5:00 PM,09/17/2015,6:15 PM,False,GOR104
CPEG498010,09/22/2015,5:00 PM,09/22/2015,6:15 PM,False,GOR104
CPEG498010,09/24/2015,5:00 PM,09/24/2015,6:15 PM,False,GOR104
CPEG498010,09/29/2015,5:00 PM,09/29/2015,6:15 PM,False,GOR104
CPEG498010,10/01/2015,5:00 PM,10/01/2015,6:15 PM,False,GOR104
CPEG498010,10/06/2015,5:00 PM,10/06/2015,6:15 PM,False,GOR104
CPEG498010,10/08/2015,5:00 PM,10/08/2015,6:15 PM,False,GOR104
CPEG498010,10/13/2015,5:00 PM,10/13/2015,6:15 PM,False,GOR104
CPEG498010,10/15/2015,5:00 PM,10/15/2015,6:15 PM,False,GOR104
CPEG498010,10/20/2015,5:00 PM,10/20/2015,6:15 PM,False,GOR104
CPEG498010,10/22/2015,5:00 PM,10/22/2015,6:15 PM,False,GOR104
CPEG498010,10/27/2015,5:00 PM,10/27/2015,6:15 PM,False,GOR104
CPEG498010,10/29/2015,5:00 PM,10/29/2015,6:15 PM,False,GOR104
CPEG498010,11/03/2015,5:00 PM,11/03/2015,6:15 PM,False,GOR104
CPEG498010,11/05/2015,5:00 PM,11/05/2015,6:15 PM,False,GOR104
CPEG498010,11/10/2015,5:00 PM,11/10/2015,6:15 PM,False,GOR104
CPEG498010,11/12/2015,5:00 PM,11/12/2015,6:15 PM,False,GOR104
CPEG498010,11/17/2015,5:00 PM,11/17/2015,6:15 PM,False,GOR104
CPEG498010,11/19/2015,5:00 PM,11/19/2015,6:15 PM,False,GOR104
CPEG498010,12/01/2015,5:00 PM,12/01/2015,6:15 PM,False,GOR104
CPEG498010,12/03/2015,5:00 PM,12/03/2015,6:15 PM,False,GOR104
CPEG498010,12/08/2015,5:00 PM,12/08/2015,6:15 PM,False,GOR104
CPEG498010,12/10/2015,5:00 PM,12/10/2015,6:15 PM,False,GOR104
CPEG652010,09/02/2015,4:45 PM,09/02/2015,6:00 PM,False,GOR115
CPEG652010,09/09/2015,4:45 PM,09/09/2015,6:00 PM,False,GOR115
CPEG652010,09/14/2015,4:45 PM,09/14/2015,6:00 PM,False,GOR115
CPEG652010,09/16/2015,4:45 PM,09/16/2015,6:00 PM,False,GOR115
CPEG652010,09/21/2015,4:45 PM,09/21/2015,6:00 PM,False,GOR115
CPEG652010,09/23/2015,4:45 PM,09/23/2015,6:00 PM,False,GOR115
CPEG652010,09/28/2015,4:45 PM,09/28/2015,6:00 PM,False,GOR115
CPEG652010,09/30/2015,4:45 PM,09/30/2015,6:00 PM,False,GOR115
CPEG652010,10/05/2015,4:45 PM,10/05/2015,6:00 PM,False,GOR115
CPEG652010,10/07/2015,4:45 PM,10/07/2015,6:00 PM,False,GOR115
CPEG652010,10/12/2015,4:45 PM,10/12/2015,6:00 PM,False,GOR115
CPEG652010,10/14/2015,4:45 PM,10/14/2015,6:00 PM,False,GOR115
CPEG652010,10/19/2015,4:45 PM,10/19/2015,6:00 PM,False,GOR115
CPEG652010,10/21/2015,4:45 PM,10/21/2015,6:00 PM,False,GOR115
CPEG652010,10/26/2015,4:45 PM,10/26/2015,6:00 PM,False,GOR115
CPEG652010,10/28/2015,4:45 PM,10/28/2015,6:00 PM,False,GOR115
CPEG652010,11/02/2015,4:45 PM,11/02/2015,6:00 PM,False,GOR115
CPEG652010,11/04/2015,4:45 PM,11/04/2015,6:00 PM,False,GOR115
CPEG652010,11/09/2015,4:45 PM,11/09/2015,6:00 PM,False,GOR115
CPEG652010,11/11/2015,4:45 PM,11/11/2015,6:00 PM,False,GOR115
CPEG652010,11/16/2015,4:45 PM,11/16/2015,6:00 PM,False,GOR115
CPEG652010,11/18/2015,4:45 PM,11/18/2015,6:00 PM,False,GOR115
CPEG652010,11/30/2015,4:45 PM,11/30/2015,6:00 PM,False,GOR115
CPEG652010,12/02/2015,4:45 PM,12/02/2015,6:00 PM,False,GOR115
CPEG652010,12/07/2015,4:45 PM,12/07/2015,6:00 PM,False,GOR115
CPEG652010,12/09/2015,4:45 PM,12/09/2015,6:00 PM,False,GOR115
PHIL306010,09/01/2015,2:00 PM,09/01/2015,3:15 PM,False,GOR117
PHIL306010,09/03/2015,2:00 PM,09/03/2015,3:15 PM,False,GOR117
PHIL306010,09/08/2015,2:00 PM,09/08/2015,3:15 PM,False,GOR117
PHIL306010,09/10/2015,2:00 PM,09/10/2015,3:15 PM,False,GOR117
PHIL306010,09/15/2015,2:00 PM,09/15/2015,3:15 PM,False,GOR117
PHIL306010,09/17/2015,2:00 PM,09/17/2015,3:15 PM,False,GOR117
PHIL306010,09/22/2015,2:00 PM,09/22/2015,3:15 PM,False,GOR117
PHIL306010,09/24/2015,2:00 PM,09/24/2015,3:15 PM,False,GOR117
PHIL306010,09/29/2015,2:00 PM,09/29/2015,3:15 PM,False,GOR117
PHIL306010,10/01/2015,2:00 PM,10/01/2015,3:15 PM,False,GOR117
PHIL306010,10/06/2015,2:00 PM,10/06/2015,3:15 PM,False,GOR117
PHIL306010,10/08/2015,2:00 PM,10/08/2015,3:15 PM,False,GOR117
PHIL306010,10/13/2015,2:00 PM,10/13/2015,3:15 PM,False,GOR117
PHIL306010,10/15/2015,2:00 PM,10/15/2015,3:15 PM,False,GOR117
PHIL306010,10/20/2015,2:00 PM,10/20/2015,3:15 PM,False,GOR117
PHIL306010,10/22/2015,2:00 PM,10/22/2015,3:15 PM,False,GOR117
PHIL306010,10/27/2015,2:00 PM,10/27/2015,3:15 PM,False,GOR117
PHIL306010,10/29/2015,2:00 PM,10/29/2015,3:15 PM,False,GOR117
PHIL306010,11/03/2015,2:00 PM,11/03/2015,3:15 PM,False,GOR117
PHIL306010,11/05/2015,2:00 PM,11/05/2015,3:15 PM,False,GOR117
PHIL306010,11/10/2015,2:00 PM,11/10/2015,3:15 PM,False,GOR117
PHIL306010,11/12/2015,2:00 PM,11/12/2015,3:15 PM,False,GOR117
PHIL306010,11/17/2015,2:00 PM,11/17/2015,3:15 PM,False,GOR117
PHIL306010,11/19/2015,2:00 PM,11/19/2015,3:15 PM,False,GOR117
PHIL306010,12/01/2015,2:00 PM,12/01/2015,3:15 PM,False,GOR117
PHIL306010,12/03/2015,2:00 PM,12/03/2015,3:15 PM,False,GOR117
PHIL306010,12/08/2015,2:00 PM,12/08/2015,3:15 PM,False,GOR117
PHIL306010,12/10/2015,2:00 PM,12/10/2015,3:15 PM,False,GOR117
Labor Day,09/07/2015,12:00 AM,09/07/2015,11:59 PM,True, 
Thanksgiving Break Begins,11/23/2015,12:00 AM,11/23/2015,11:59 PM,True, 
Thanksgiving Break,11/24/2015,12:00 AM,11/24/2015,11:59 PM,True, 
Thanksgiving Break,11/25/2015,12:00 AM,11/25/2015,11:59 PM,True, 
Thanksgiving Day,11/26/2015,12:00 AM,11/26/2015,11:59 PM,True, 
Thanksgiving Break,11/27/2015,12:00 AM,11/27/2015,11:59 PM,True, 
